iter	Logloss
575	0.3041187278
576	0.3040711678
577	0.3039995352
578	0.3039620169
579	0.3039176345
580	0.3038835264
581	0.3038374641
582	0.3037795535
583	0.3037257805
584	0.3036802654
585	0.3036315789
586	0.3035724118
587	0.3035265571
588	0.3034731565
589	0.3034127091
590	0.3033901348
591	0.3033182331
592	0.3032697841
593	0.3032075926
594	0.3031571662
595	0.3030909926
596	0.3030439848
597	0.3030063642
598	0.3029539651
599	0.3028903537
600	0.3028495004
601	0.3028208452
602	0.3027640516
603	0.3027084072
604	0.3026760548
605	0.3026325482
606	0.3025752987
607	0.3025146955
608	0.3024585112
609	0.3024042492
610	0.3023520907
611	0.302308019
612	0.3022503476
613	0.3022033278
614	0.3021572662
615	0.3021068818
616	0.3020640404
617	0.3019933413
618	0.3019337335
619	0.3018422339
620	0.3018093691
621	0.3017613848
622	0.3017121665
623	0.3016496845
624	0.3016047626
625	0.3015285602
626	0.3014566661
627	0.3013709753
628	0.3012917746
629	0.3012504887
630	0.3011846478
631	0.3011364466
632	0.3010861315
633	0.3010468787
634	0.3009827627
635	0.3009332556
636	0.3008899645
637	0.3008351201
638	0.3007980576
639	0.3007235698
640	0.3006828289
641	0.3006326947
642	0.3005884239
643	0.3005280293
644	0.3005010479
645	0.3004584544
646	0.3004237159
647	0.3003642569
648	0.3002890929
649	0.300236263
650	0.3002000279
651	0.3001272908
652	0.3000403049
653	0.2999958478
654	0.2999439226
655	0.2998841548
656	0.2998561124
657	0.2998085715
658	0.299768855
659	0.2997322656
660	0.2996769389
661	0.2996376974
662	0.2995752774
663	0.2995124726
664	0.2994510762
665	0.29941639
666	0.2993683367
667	0.2993284582
668	0.2992806078
669	0.2992222664
670	0.299165871
671	0.2990980886
672	0.2990175943
673	0.2989791512
674	0.2989205314
675	0.298862478
676	0.2988065193
677	0.2987569296
678	0.2987045787
679	0.2986543623
680	0.298597373
681	0.298544963
682	0.2984698964
683	0.2984311838
684	0.2984039038
685	0.2983697157
686	0.2983298014
687	0.2982826086
688	0.29824467
689	0.2982168763
690	0.2981721223
691	0.2981263001
692	0.2980710632
693	0.2980193254
694	0.2979628652
695	0.2979135005
696	0.2978636704
697	0.2978049923
698	0.2977748927
699	0.2977125882
700	0.2976592245
701	0.297613701
702	0.2975783022
703	0.2975387566
704	0.2974852482
705	0.2974279696
706	0.2973650926
707	0.297326142
708	0.2972575489
709	0.2972020016
710	0.2971392367
711	0.2970808793
712	0.2970255229
713	0.2969753976
714	0.2969190864
715	0.2968609809
716	0.2968052882
717	0.2967496304
718	0.2966948716
719	0.2966183612
720	0.2965747383
721	0.2965264002
722	0.296485252
723	0.2964403782
724	0.2963871719
725	0.2963525297
726	0.2963119936
727	0.2962657384
728	0.2962050838
729	0.2961582674
730	0.2961000936
731	0.2960298433
732	0.2959858329
733	0.2959300991
734	0.2959072044
735	0.2958497359
736	0.2957831896
737	0.2957320483
738	0.2956780013
739	0.2956277263
740	0.2955596041
741	0.295515089
742	0.2954443497
743	0.2954126102
744	0.295360983
745	0.2952912693
746	0.2952684525
747	0.2952332946
748	0.2951956244
749	0.2951370115
750	0.295070804
751	0.295019821
752	0.2949871223
753	0.2949278713
754	0.2948639988
755	0.2948332915
756	0.2947836076
757	0.2947386537
758	0.2947107126
759	0.2946671237
760	0.2946276446
761	0.2945726283
762	0.2945121147
763	0.2944714878
764	0.2943975522
765	0.2943426324
766	0.2943087583
767	0.2942710629
768	0.2942068261
769	0.294164741
770	0.2941153475
771	0.2940593224
772	0.294016818
773	0.2939942497
774	0.2939260773
775	0.2938808549
776	0.2938253668
777	0.2937891219
778	0.2937333344
779	0.2936897102
780	0.293610655
781	0.293582816
782	0.2935256823
783	0.2934908071
784	0.293446466
785	0.2933866604
786	0.293347854
787	0.2932975588
788	0.2932384838
789	0.2931923938
790	0.2931139071
791	0.2930664572
792	0.2930145264
793	0.2929826688
794	0.2929168589
795	0.2928744673
796	0.2928232104
797	0.2927591304
798	0.2927085253
799	0.2926557929
800	0.2926077985
801	0.2925492034
802	0.2924943621
803	0.2924623763
804	0.2924062874
805	0.2923830213
806	0.2923543198
807	0.2923079549
808	0.2922602619
809	0.2922132665
810	0.2921796586
811	0.2921251308
812	0.2920838571
813	0.2920748618
814	0.2920118712
815	0.2919526289
816	0.2919152706
817	0.2918532223
818	0.2918155937
819	0.2917952352
820	0.291734525
821	0.2916955857
822	0.2916594598
823	0.2916082227
824	0.291560448
825	0.2915038031
826	0.2914716456
827	0.2914297597
828	0.2913857245
829	0.2913454355
830	0.2913073769
831	0.2912910719
832	0.2912603044
833	0.2911924517
834	0.2911280375
835	0.2910751756
836	0.2910263385
837	0.2909825884
838	0.2909473959
839	0.2908974353
840	0.290857518
841	0.2908296877
842	0.2907734616
843	0.2907324381
844	0.2906843098
845	0.2906284943
846	0.2905757841
847	0.2905316388
848	0.2904916969
849	0.2904557386
850	0.290411259
851	0.2903550749
852	0.2903173286
853	0.2902444028
854	0.290179704
855	0.2901152392
856	0.2900754706
857	0.2900321545
858	0.2899862821
859	0.2899338387
860	0.2898933046
861	0.2898488914
862	0.2898126549
863	0.2897574257
864	0.2897042588
865	0.2896610664
866	0.2896287204
867	0.289581133
868	0.2895342312
869	0.2894711938
870	0.289428426
871	0.2893702119
872	0.2893278356
873	0.2893004684
874	0.2892445596
875	0.2892102187
876	0.2891713735
877	0.2891171679
878	0.2890633386
879	0.2890256599
880	0.2889827913
881	0.2889434978
882	0.2889070647
883	0.2888548477
884	0.288800198
885	0.2887479148
886	0.2887126244
887	0.288656832
888	0.2886016807
889	0.2885614365
890	0.2885099704
891	0.2884616915
892	0.2884093225
893	0.2883698487
894	0.2883226107
895	0.2882664568
896	0.2882324932
897	0.2882009847
898	0.288155498
899	0.2881003242
900	0.2880130956
901	0.2879660194
902	0.2879121654
903	0.2878576873
904	0.2878170631
905	0.2877791425
906	0.2877534488
907	0.2876990346
908	0.2876782575
909	0.2876426675
910	0.2876091227
911	0.2875498134
912	0.2875170002
913	0.2874567775
914	0.2874151369
915	0.2873511451
916	0.2873092486
917	0.2872484813
918	0.287205291
919	0.2871679404
920	0.2871249717
921	0.2870549828
922	0.2870047466
923	0.2869658425
924	0.2869402848
925	0.2868899832
926	0.2868422173
927	0.2867927901
928	0.2867489539
929	0.286717127
930	0.2866671137
931	0.2865884502
932	0.2865596643
933	0.2865282006
934	0.2865029154
935	0.286480854
936	0.2864381044
937	0.2863908349
938	0.2863240832
939	0.2862901676
940	0.2862415734
941	0.286188616
942	0.2861283092
943	0.2860942505
944	0.2860450359
945	0.2860001697
946	0.2859695473
947	0.2859117559
948	0.2858526157
949	0.2858125779
950	0.2857754887
951	0.2857400738
952	0.2856922315
953	0.2856598849
954	0.2856266803
955	0.28557727
956	0.2855287551
957	0.2854839061
958	0.2854606966
959	0.2854130276
960	0.2853613666
961	0.2853108687
962	0.2852648155
963	0.2852043786
964	0.2851652286
965	0.2851238722
966	0.2850844692
967	0.2850230728
968	0.2849906799
969	0.284924377
970	0.2848894636
971	0.2848459235
972	0.2848311378
973	0.2847920663
974	0.2847455914
975	0.2847059408
976	0.2846670218
977	0.2846182896
978	0.2845848194
979	0.2845545407
980	0.2845214117
981	0.2844832428
982	0.2844331426
983	0.2843887246
984	0.2843627422
985	0.2843083363
986	0.284263121
987	0.2842307863
988	0.2841670256
989	0.2841295394
990	0.2840800537
991	0.2840358835
992	0.28398035
993	0.2839263934
994	0.283864383
995	0.2838298986
996	0.2837729111
997	0.283734915
998	0.2836950637
999	0.2836552355
